Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  7.99     11.76    11.76                             Foam::List<double>::List(Foam::List<double> const&) (List.C:122 @ 5bee0)
 [10059] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::Boundary::updateCoeffs() (GeometricBoundaryField.C:399 @ 58c70) [10041] Foam::PtrList<Foam::fvPatchField<Foam::Vector<double> > >::~PtrList() (PtrList.C:116 @ 5b580) [10087] Foam::fvPatchField<double>::write(Foam::Ostream&) const (fvPatchField.C:362 @ 55740)
 [10032] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::Boundary::evaluate() (GeometricBoundaryField.C:415 @ 5b1a0) [10177] Foam::PtrList<Foam::fvPatchField<double> >::setSize(int) (PtrList.C:131 @ 78e10) [373] Foam::fvPatchField<double>::snGrad() const (fvPatchField.C:216 @ 68bc0)
 [10173] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::Boundary::readField(Foam::DimensionedField<double, Foam::volMesh> const&, Foam::dictionary const&) (GeometricBoundaryField.C:32 @ 8f360) [10007] Foam::PtrList<Foam::fvPatchField<double> >::~PtrList() (PtrList.C:116 @ 5ab70) [10163] Foam::fvsPatchField<double>::write(Foam::Ostream&) const (fvsPatchField.C:173 @ 9dbc0)
 [10049] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::Boundary::Boundary(Foam::DimensionedField<double, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::Boundary const&) (GeometricBoundaryField.C:339 @ 6bc20) [10068] Foam::PtrList<Foam::fvsPatchField<Foam::Vector<double> > >::~PtrList() (PtrList.C:116 @ 672e0) [10012] Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>::storeOldTimes() const (GeometricField.C:774 @ 74070)
 [10015] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::Boundary::Boundary(Foam::fvBoundaryMesh const&, Foam::DimensionedField<double, Foam::volMesh> const&, Foam::word const&) (GeometricBoundaryField.C:214 @ 8e9c0) [248] Foam::PtrList<Foam::fvsPatchField<Foam::Vector<double> > >::~PtrList() (PtrList.C:122 @ 67311) [10182] Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>::Boundary::writeEntry(Foam::word const&, Foam::Ostream&) const (GeometricBoundaryField.C:569 @ 9b310)
 [279] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::Boundary::Boundary(Foam::fvBoundaryMesh const&, Foam::DimensionedField<double, Foam::volMesh> const&, Foam::word const&) (GeometricBoundaryField.C:223 @ 8ea48) [353] Foam::PtrList<Foam::fvsPatchField<Foam::Vector<double> > >::~PtrList() (PtrList.C:125 @ 67390) [10098] Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>::Boundary::scalarInterfaces() const (GeometricBoundaryField.C:544 @ 72f00)
 [280] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::Boundary::Boundary(Foam::fvBoundaryMesh const&, Foam::DimensionedField<double, Foam::volMesh> const&, Foam::word const&) (UPtrListI.H:105 @ 8ea85) [10010] Foam::PtrList<Foam::fvsPatchField<double> >::~PtrList() (PtrList.C:116 @ 5ae00) [10057] Foam::GeometricField<Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh>::storeOldTimes() const (GeometricField.C:774 @ 82ee0)
 [281] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::Boundary::Boundary(Foam::DimensionedField<double, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::Boundary const&) (GeometricBoundaryField.C:357 @ 6bcf6) [298] Foam::PtrList<Foam::fvsPatchField<double> >::~PtrList() (PtrList.C:122 @ 5ae31) [9994] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::storeOldTimes() const (GeometricField.C:774 @ 65b70)
 [10055] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::GeometricField(Foam::word const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (GeometricField.C:571 @ 6bf90) [10117] Foam::PtrList<Foam::Field<Foam::Vector<double> > >::PtrList(Foam::PtrList<Foam::Field<Foam::Vector<double> > > const&) (PtrList.C:46 @ 6f180) [10154] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::Boundary::writeEntry(Foam::word const&, Foam::Ostream&) const (GeometricBoundaryField.C:569 @ 9bbb0)
 [10195] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::GeometricField(Foam::word const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (GeometricField.C:539 @ b3d10) [10118] Foam::PtrList<Foam::Field<Foam::Vector<double> > >::PtrList(Foam::PtrList<Foam::Field<Foam::Vector<double> > >&, bool) (PtrList.C:78 @ 72c30) [374] Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::storeOldTime() const (tmpI.H:232 @ 772ba)
 [10026] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::GeometricField(Foam::IOobject const&, Foam::fvMesh const&, Foam::dimensionSet const&, Foam::word const&) (GeometricField.C:191 @ b55a0) [10039] Foam::PtrList<Foam::Field<double> >::PtrList(Foam::PtrList<Foam::Field<double> >&, bool) (PtrList.C:78 @ 75120) [334] Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::storeOldTimes() const (GeometricField.C:774 @ 772e0)
 [10050] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::GeometricField(Foam::IOobject const&, Foam::fvMesh const&, Foam::dimensioned<double> const&, Foam::word const&) (GeometricField.C:240 @ b4ca0) [10086] Foam::PtrList<Foam::Field<double> >::PtrList(Foam::PtrList<Foam::Field<double> > const&) (PtrList.C:46 @ 6a520) [10183] Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::Boundary::writeEntry(Foam::word const&, Foam::Ostream&) const (GeometricBoundaryField.C:569 @ 9b8d0)
  [96] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::GeometricField(Foam::IOobject const&, Foam::fvMesh const&, Foam::dimensioned<double> const&, Foam::word const&) (UList.C:70 @ b4eab) [354] Foam::PtrList<Foam::Field<double> >::PtrList(Foam::PtrList<Foam::Field<double> > const&) (Field.C:350 @ 6a7ef) [10208] Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >::calcMeshData() const (PrimitivePatchMeshData.C:39 @ 95960)
 [182] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::GeometricField(Foam::IOobject const&, Foam::fvMesh const&, Foam::dimensioned<double> const&, Foam::word const&) (UList.C:72 @ b4ebf) [10016] Foam::PtrList<Foam::Field<double> >::~PtrList() (PtrList.C:116 @ 59090) [10209] Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >::calcAddressing() const (PrimitivePatchAddressing.C:51 @ 965e0)
 [282] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::GeometricField(Foam::IOobject const&, Foam::fvMesh const&, Foam::dimensioned<double> const&, Foam::word const&) [clone .constprop.759] (UList.C:70 @ 4fbd3) [249] Foam::PtrList<Foam::Field<double> >::~PtrList() (List.C:271 @ 590c1) [10210] Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >::calcPointFaces() const (PrimitivePatchPointAddressing.C:82 @ 961c0)
 [10022] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::~GeometricField() (GeometricField.C:731 @ 5ac40) [125] Foam::autoPtr<Foam::diffusivityModels::diffusivityModel>::operator->() (autoPtrI.H:202 @ 58ff0) [318] Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >::calcPointFaces() const (SLListBaseI.H:48 @ 96294)
 [283] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::~GeometricField() (demandDrivenData.H:42 @ 5ac54) [223] Foam::autoPtr<Foam::diffusivityModels::diffusivityModel>::operator->() (autoPtrI.H:204 @ 58ffd) [10211] Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >::calcFaceNormals() const (PrimitivePatchMeshData.C:357 @ 76bb0)
 [166] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::operator=(Foam::dimensioned<double> const&) (UList.C:70 @ 66275) [128] Foam::autoPtr<Foam::diffusivityModels::diffusivityModel>::operator->() (autoPtrI.H:213 @ 59005) [10212] Foam::List<Foam::objectHit> Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >::projectFaceCentres<Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > >(Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > const&, Foam::Field<Foam::Vector<double> > const&, Foam::intersection::algorithm, Foam::intersection::direction) const (PrimitivePatchProjectPoints.C:289 @ 97730)
 [167] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::operator=(Foam::dimensioned<double> const&) (UList.C:72 @ 66287) [10205] bool Foam::IOobject::typeHeaderOk<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> >(bool) (IOobjectTemplates.C:35 @ 631f0) [375] Foam::List<Foam::objectHit> Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >::projectFaceCentres<Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > >(Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > const&, Foam::Field<Foam::Vector<double> > const&, Foam::intersection::algorithm, Foam::intersection::direction) const (UListI.H:172 @ 97dee)
 [186] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::operator=(Foam::dimensioned<double> const&) (UList.C:72 @ 663a7) [10165] bool Foam::IOobject::typeHeaderOk<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> >(bool) (IOobjectTemplates.C:35 @ 62f10) [376] Foam::List<Foam::objectHit> Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >::projectFaceCentres<Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > >(Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > const&, Foam::Field<Foam::Vector<double> > const&, Foam::intersection::algorithm, Foam::intersection::direction) const (ops.H:166 @ 97df6)
 [469] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::operator==(Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (GeometricField.C:1238 @ 65730) [10206] bool Foam::IOobject::typeHeaderOk<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> >(bool) (IOobjectTemplates.C:35 @ 63080) [10062] bool Foam::objectRegistry::foundObject<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> >(Foam::word const&) const (objectRegistryTemplates.C:142 @ 6f080)
 [10188] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::operator+=(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (GeometricField.C:1301 @ 65cf0) [9991] Foam::UPtrList<Foam::fvPatchField<Foam::Vector<double> > >::operator[](int) (UPtrListI.H:119 @ 58e70) [10184] Foam::DimensionedField<Foam::Vector<double>, Foam::volMesh>::writeData(Foam::Ostream&, Foam::word const&) const (DimensionedFieldIO.C:104 @ 9c7f0)
 [147] Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::operator+=(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (Field.C:848 @ 65e70) [217] Foam::UPtrList<Foam::fvPatchField<Foam::Vector<double> > >::operator[](int) (UPtrListI.H:131 @ 58f16) [10185] Foam::DimensionedField<double, Foam::surfaceMesh>::writeData(Foam::Ostream&, Foam::word const&) const (DimensionedFieldIO.C:104 @ 9d970)
 [10018] Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::readIfPresent() (GeometricField.C:97 @ a9cf0) [9985] Foam::UPtrList<Foam::fvPatchField<double> >::operator[](int) (UPtrListI.H:119 @ 58db0) [10155] Foam::DimensionedField<double, Foam::volMesh>::writeData(Foam::Ostream&, Foam::word const&) const (DimensionedFieldIO.C:104 @ 9dd10)
 [10019] Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::Boundary::Boundary(Foam::fvBoundaryMesh const&, Foam::DimensionedField<double, Foam::surfaceMesh> const&, Foam::word const&) (GeometricBoundaryField.C:214 @ 8c360) [9997] Foam::UPtrList<Foam::fvsPatchField<double> >::operator[](int) (UPtrListI.H:119 @ 59fd0) [10099] Foam::SolverPerformance<double>::print(Foam::Ostream&) const (SolverPerformance.C:96 @ 6a2e0)
 [284] Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::Boundary::Boundary(Foam::fvBoundaryMesh const&, Foam::DimensionedField<double, Foam::surfaceMesh> const&, Foam::word const&) (PtrListI.H:98 @ 8c458) [299] Foam::UPtrList<Foam::fvsPatchField<double> >::operator[](int) (UPtrListI.H:121 @ 59fe8) [259] Foam::tmp<Foam::Field<double> > Foam::PatchToPatchInterpolation<Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >, Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > >::faceInterpolate<double>(Foam::Field<double> const&) const (PatchToPatchInterpolate.C:129 @ 98db3)
 [10054] Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::Boundary::Boundary(Foam::DimensionedField<double, Foam::surfaceMesh> const&, Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::Boundary const&) (GeometricBoundaryField.C:339 @ 713a0) [185] Foam::UPtrList<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> >::operator[](int) (UPtrListI.H:119 @ 57ef0) [319] Foam::tmp<Foam::Field<double> > Foam::PatchToPatchInterpolation<Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >, Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > >::faceInterpolate<double>(Foam::Field<double> const&) const (PatchToPatchInterpolate.C:133 @ 98de5)
 [10156] Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::GeometricField(Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (GeometricField.C:446 @ 72120) [263] Foam::UPtrList<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> >::operator[](int) (UPtrListI.H:121 @ 57f01) [320] Foam::tmp<Foam::Field<double> > Foam::PatchToPatchInterpolation<Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >, Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > >::faceInterpolate<double>(Foam::Field<double> const&) const (PatchToPatchInterpolate.C:139 @ 98df5)
 [10030] Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::GeometricField(Foam::IOobject const&, Foam::fvMesh const&, Foam::dimensionSet const&, Foam::word const&) (GeometricField.C:191 @ aabe0) [355] Foam::UPtrList<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> >::operator[](int) (UPtrListI.H:121 @ 57f08) [321] Foam::tmp<Foam::Field<double> > Foam::PatchToPatchInterpolation<Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >, Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > >::faceInterpolate<double>(Foam::Field<double> const&) const (UListI.H:172 @ 98e00)
 [10025] Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::~GeometricField() (GeometricField.C:731 @ 5aec0) [194] Foam::UPtrList<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> >::operator[](int) (UPtrListI.H:131 @ 57f11) [322] Foam::tmp<Foam::Field<double> > Foam::PatchToPatchInterpolation<Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >, Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > >::faceInterpolate<double>(Foam::Field<double> const&) const (UListI.H:201 @ 98e04)
 [285] Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::operator-=(Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (fvsPatchField.C:142 @ 78648) [10045] Foam::UPtrList<Foam::Field<Foam::Vector<double> > >::operator[](int) (UPtrListI.H:119 @ 67920) [206] Foam::tmp<Foam::Field<double> > Foam::PatchToPatchInterpolation<Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >, Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > >::faceInterpolate<double>(Foam::Field<double> const&) const (PatchToPatchInterpolate.C:139 @ 98e08)
 [140] Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::operator-=(Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (Field.C:849 @ 7868d) [9982] Foam::UPtrList<Foam::Field<double> >::operator[](int) (UPtrListI.H:119 @ 59120) [323] Foam::tmp<Foam::Field<double> > Foam::PatchToPatchInterpolation<Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >, Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > >::faceInterpolate<double>(Foam::Field<double> const&) const (UListI.H:172 @ 98e10)
 [10109] Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::operator+=(Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (GeometricField.C:1301 @ 77460) [356] Foam::UPtrList<Foam::Field<double> >::operator[](int) (UPtrListI.H:131 @ 591c6) [324] Foam::tmp<Foam::Field<double> > Foam::PatchToPatchInterpolation<Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >, Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > >::faceInterpolate<double>(Foam::Field<double> const&) const (PatchToPatchInterpolate.C:141 @ 98e19)
 [168] Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::operator+=(Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (Field.C:848 @ 775dd) [114] Foam::UPtrList<Foam::autoPtr<Foam::diffusivityModels::diffusivityModel> >::operator[](int) (UPtrListI.H:119 @ 58f30) [138] Foam::tmp<Foam::Field<double> > Foam::PatchToPatchInterpolation<Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >, Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > >::faceInterpolate<double>(Foam::Field<double> const&) const (PatchToPatchInterpolate.C:139 @ 98e1c)
 [10088] Foam::primitiveEntry::primitiveEntry<Foam::List<Foam::SolverPerformance<double> > >(Foam::keyType const&, Foam::List<Foam::SolverPerformance<double> > const&) (primitiveEntryTemplates.C:32 @ 7daa0) [175] Foam::UPtrList<Foam::autoPtr<Foam::diffusivityModels::diffusivityModel> >::operator[](int) (UPtrListI.H:121 @ 58f41) [10213] Foam::PatchToPatchInterpolation<Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >, Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > >::calcFaceAddressing() const (CalcPatchToPatchWeights.C:236 @ 98170)
 [10127] Foam::primitiveEntry::primitiveEntry<Foam::List<Foam::SolverPerformance<Foam::Vector<double> > > >(Foam::keyType const&, Foam::List<Foam::SolverPerformance<Foam::Vector<double> > > const&) (primitiveEntryTemplates.C:32 @ 86750) [357] Foam::UPtrList<Foam::autoPtr<Foam::diffusivityModels::diffusivityModel> >::operator[](int) (UListI.H:172 @ 58f45) [10100] Foam::fv::gradScheme<double>::grad(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::word const&) const (gradScheme.C:93 @ 89100)
 [10196] Foam::DimensionedField<Foam::Vector<double>, Foam::volMesh>::readField(Foam::dictionary const&, Foam::word const&) (DimensionedFieldIO.C:33 @ 823d0) [163] Foam::UPtrList<Foam::autoPtr<Foam::diffusivityModels::diffusivityModel> >::operator[](int) (UPtrListI.H:121 @ 58f48) [10000] Foam::tmp<Foam::fvPatchField<Foam::Vector<double> > >::ptr() const (tmpI.H:198 @ 79b00)
 [10110] Foam::DimensionedField<double, Foam::surfaceMesh>::operator-=(Foam::DimensionedField<double, Foam::surfaceMesh> const&) (DimensionedField.C:514 @ 69240) [126] Foam::UPtrList<Foam::autoPtr<Foam::diffusivityModels::diffusivityModel> >::operator[](int) (UPtrListI.H:131 @ 58f51) [9987] Foam::tmp<Foam::fvPatchField<double> >::ptr() const (tmpI.H:198 @ 6ba40)
  [28] Foam::DimensionedField<double, Foam::surfaceMesh>::operator-=(Foam::DimensionedField<double, Foam::surfaceMesh> const&) (Field.C:849 @ 692fc) [204] Foam::UPtrList<Foam::autoPtr<Foam::diffusivityModels::diffusivityModel> >::operator[](int) (UPtrListI.H:131 @ 58fd6) [10021] Foam::tmp<Foam::fvsPatchField<Foam::Vector<double> > >::ptr() const (tmpI.H:198 @ 7ada0)
 [10111] Foam::DimensionedField<double, Foam::surfaceMesh>::operator+=(Foam::DimensionedField<double, Foam::surfaceMesh> const&) (DimensionedField.C:513 @ 69030) [10137] Foam::fvMatrix<Foam::Vector<double> >::solveSegregated(Foam::dictionary const&) (fvMatrixSolve.C:103 @ 8ab40) [9988] Foam::tmp<Foam::fvsPatchField<double> >::ptr() const (tmpI.H:198 @ 710a0)
  [25] Foam::DimensionedField<double, Foam::surfaceMesh>::operator+=(Foam::DimensionedField<double, Foam::surfaceMesh> const&) (Field.C:848 @ 690ec) [300] Foam::fvMatrix<Foam::Vector<double> >::solveSegregated(Foam::dictionary const&) (Field.C:674 @ 8b18c) [10052] Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> >::ref() const (tmpI.H:174 @ 63750)
 [10174] Foam::DimensionedField<double, Foam::volMesh>::readField(Foam::dictionary const&, Foam::word const&) (DimensionedFieldIO.C:33 @ 81530) [26] Foam::fvMatrix<Foam::Vector<double> >::solveSegregated(Foam::dictionary const&) (VectorSpaceI.H:163 @ 8b1b8) [10028] Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> >::operator()() const (tmpI.H:272 @ 63540)
 [10102] Foam::DimensionedField<double, Foam::volMesh>::operator=(Foam::DimensionedField<double, Foam::volMesh> const&) (DimensionedField.C:424 @ 65600) [10138] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (fvMatrix.C:523 @ 6d620) [10084] Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh> >::ref() const (tmpI.H:174 @ 6d060)
 [10092] Foam::DimensionedField<double, Foam::volMesh>::operator+=(Foam::DimensionedField<double, Foam::volMesh> const&) (DimensionedField.C:513 @ 5def0) [301] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (doubleScalar.H:85 @ 6d7c0) [10077] Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh> >::operator()() const (tmpI.H:272 @ 63a90)
  [71] Foam::DimensionedField<double, Foam::volMesh>::operator+=(Foam::DimensionedField<double, Foam::volMesh> const&) (Field.C:848 @ 5dfac) [302] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (UListI.H:172 @ 6d7c4) [10006] Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> >::ref() const (tmpI.H:174 @ 64bd0)
 [10042] Foam::reuseTmpGeometricField<double, double, Foam::fvPatchField, Foam::volMesh>::New(Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&, Foam::word const&, Foam::dimensionSet const&) (GeometricFieldReuseFunctions.H:166 @ b5d80) [264] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (doubleScalar.H:85 @ 6d7e0) [378] Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> >::typeName() const (new_allocator.h:125 @ 649b6)
 [10197] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (surfaceInterpolationScheme.C:231 @ b1a10) [303] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (doubleScalar.H:98 @ 6d7f1) [333] Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> >::operator()() const (tmpI.H:272 @ 649c0)
 [135] Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (surfaceInterpolationScheme.C:283 @ b1c42) [358] Foam::fvMatrix<Foam::Vector<double> >::relax(double) (doubleScalar.H:85 @ 6d7f5) [10031] Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> >::ref() const (tmpI.H:174 @ 64200)
